site,FD_index,value,Elev
TAM_06,FDiv,0.879426219,215
TAM_06,FDiv,0.879507538,215
TAM_06,FDiv,0.880090555,215
TAM_06,FDiv,0.880126141,215
TAM_06,FDiv,0.880168344,215
TAM_06,FDiv,0.880332561,215
TAM_06,FDiv,0.880341026,215
TAM_06,FDiv,0.880396452,215
TAM_06,FDiv,0.880415521,215
TAM_06,FDiv,0.880442547,215
TAM_06,FDiv,0.880850419,215
TAM_06,FDiv,0.88102146,215
TAM_06,FDiv,0.881049785,215
TAM_06,FDiv,0.881086907,215
TAM_06,FDiv,0.881107665,215
TAM_06,FDiv,0.881503076,215
TAM_06,FDiv,0.881514385,215
TAM_06,FDiv,0.881577307,215
TAM_06,FDiv,0.881650965,215
TAM_06,FDiv,0.882010888,215
TAM_06,FDiv,0.882210481,215
TAM_06,FDiv,0.882251248,215
TAM_06,FDiv,0.882893134,215
TAM_06,FDiv,0.882996276,215
TAM_06,FDiv,0.883072976,215
TAM_06,FDiv,0.883271566,215
TAM_06,FDiv,0.883284727,215
TAM_06,FDiv,0.883296979,215
TAM_06,FDiv,0.883485726,215
TAM_06,FDiv,0.883589813,215
TAM_06,FDiv,0.883593814,215
TAM_06,FDiv,0.883612829,215
TAM_06,FDiv,0.883691854,215
TAM_06,FDiv,0.883727463,215
TAM_06,FDiv,0.88408872,215
TAM_06,FDiv,0.884106553,215
TAM_06,FDiv,0.884127329,215
TAM_06,FDiv,0.884182173,215
TAM_06,FDiv,0.884328243,215
TAM_06,FDiv,0.88454636,215
TAM_06,FDiv,0.884722812,215
TAM_06,FDiv,0.884733718,215
TAM_06,FDiv,0.884820083,215
TAM_06,FDiv,0.885056242,215
TAM_06,FDiv,0.885292233,215
TAM_06,FDiv,0.8853971,215
TAM_06,FDiv,0.885523314,215
TAM_06,FDiv,0.885741952,215
TAM_06,FDiv,0.885934342,215
TAM_06,FDiv,0.886019759,215
TAM_06,FDiv,0.886125088,215
TAM_06,FDiv,0.886358584,215
TAM_06,FDiv,0.886521214,215
TAM_06,FDiv,0.886631556,215
TAM_06,FDiv,0.886920946,215
TAM_06,FDiv,0.886961714,215
TAM_06,FDiv,0.88738431,215
TAM_06,FDiv,0.887565753,215
TAM_06,FDiv,0.887618827,215
TAM_06,FDiv,0.888050064,215
TAM_06,FDiv,0.888196376,215
TAM_06,FDiv,0.888291885,215
TAM_06,FDiv,0.888395034,215
TAM_06,FDiv,0.888813413,215
TAM_06,FDiv,0.88927495,215
TAM_06,FDiv,0.889455859,215
TAM_06,FDiv,0.889468526,215
TAM_06,FDiv,0.889490486,215
TAM_06,FDiv,0.889491753,215
TAM_06,FDiv,0.889588619,215
TAM_06,FDiv,0.889688844,215
TAM_06,FDiv,0.889695986,215
TAM_06,FDiv,0.889756109,215
TAM_06,FDiv,0.889854365,215
TAM_06,FDiv,0.890128426,215
TAM_06,FDiv,0.89047316,215
TAM_06,FDiv,0.890888782,215
TAM_06,FDiv,0.891138576,215
TAM_06,FDiv,0.89116676,215
TAM_06,FDiv,0.892004763,215
TAM_06,FDiv,0.892066456,215
TAM_06,FDiv,0.892310305,215
TAM_06,FDiv,0.892355628,215
TAM_06,FDiv,0.893105756,215
TAM_06,FDiv,0.893111788,215
TAM_06,FDiv,0.893165742,215
TAM_06,FDiv,0.893247061,215
TAM_06,FDiv,0.893812382,215
TAM_06,FDiv,0.893910107,215
TAM_06,FDiv,0.894482155,215
TAM_06,FDiv,0.894618672,215
TAM_06,FDiv,0.894683647,215
TAM_06,FDiv,0.894727351,215
TAM_06,FDiv,0.894738534,215
TAM_06,FDiv,0.89478746,215
TAM_06,FDiv,0.895768741,215
TAM_06,FDiv,0.895989917,215
TAM_06,FDiv,0.896256609,215
TAM_06,FDiv,0.896268297,215
TAM_06,FDiv,0.896390686,215
TAM_06,FDiv,0.896688107,215
TAM_06,FDiv,0.896745678,215
TAM_06,FDiv,0.896811771,215
TAM_06,FDiv,0.897016836,215
TAM_06,FDiv,0.897141835,215
TAM_06,FDiv,0.897680563,215
TAM_06,FDiv,0.898069042,215
TAM_06,FDiv,0.898070291,215
TAM_06,FDiv,0.89913168,215
TAM_06,FDiv,0.899194851,215
TAM_06,FDiv,0.899253529,215
TAM_06,FDiv,0.899253529,215
TAM_06,FDiv,0.89996846,215
TAM_06,FDiv,0.90016029,215
TAM_06,FDiv,0.900342371,215
TAM_06,FDiv,0.900605424,215
TAM_06,FDiv,0.900634418,215
TAM_06,FDiv,0.900634418,215
TAM_06,FDiv,0.900711593,215
TAM_06,FDiv,0.901232985,215
TAM_06,FDiv,0.901529487,215
TAM_06,FDiv,0.901720345,215
TAM_06,FDiv,0.901720345,215
TAM_06,FDiv,0.901726493,215
TAM_06,FDiv,0.902313533,215
TAM_06,FDiv,0.902700456,215
TAM_06,FDiv,0.902898677,215
TAM_06,FDiv,0.903019433,215
TAM_06,FDiv,0.903260206,215
TAM_06,FDiv,0.903260206,215
TAM_06,FDiv,0.903608379,215
TAM_06,FDiv,0.903776176,215
TAM_06,FDiv,0.903896364,215
TAM_06,FDiv,0.904280146,215
TAM_06,FDiv,0.904449347,215
TAM_06,FDiv,0.904591957,215
TAM_06,FDiv,0.904710843,215
TAM_06,FDiv,0.90490149,215
TAM_06,FDiv,0.906155403,215
TAM_06,FDiv,0.906513039,215
TAM_06,FDiv,0.906835693,215
TAM_06,FDiv,0.906835693,215
TAM_06,FDiv,0.907181783,215
TAM_06,FDiv,0.907810564,215
TAM_06,FDiv,0.908124467,215
TAM_06,FDiv,0.908547452,215
TAM_06,FDiv,0.909063822,215
TAM_06,FDiv,0.910220872,215
TAM_06,FDiv,0.911318342,215
TAM_06,FDiv,0.91149241,215
TAM_06,FDiv,0.912074,215
TAM_06,FDiv,0.9121101,215
TAM_06,FDiv,0.912130435,215
TAM_06,FDiv,0.912239883,215
TAM_06,FDiv,0.912342761,215
TAM_06,FDiv,0.912535845,215
TAM_06,FDiv,0.913292463,215
TAM_06,FDiv,0.914018791,215
TAM_06,FDiv,0.914080119,215
TAM_06,FDiv,0.914154084,215
TAM_06,FDiv,0.914308873,215
TAM_06,FDiv,0.914550732,215
TAM_06,FDiv,0.914638858,215
TAM_06,FDiv,0.914801562,215
TAM_06,FDiv,0.915743649,215
TAM_06,FDiv,0.916166051,215
TAM_06,FDiv,0.91682196,215
TAM_06,FDiv,0.917269031,215
TAM_06,FDiv,0.917305067,215
TAM_06,FDiv,0.917413159,215
TAM_06,FDiv,0.918291526,215
TAM_06,FDiv,0.9185084,215
TAM_06,FDiv,0.918954948,215
TAM_06,FDiv,0.91959,215
TAM_06,FDiv,0.920816014,215
TAM_06,FDiv,0.922048028,215
TAM_06,FDiv,0.922360644,215
TAM_06,FDiv,0.923323261,215
TAM_06,FDiv,0.923323261,215
TAM_06,FDiv,0.924185738,215
TAM_06,FDiv,0.9244253,215
TAM_06,FDiv,0.925002336,215
TAM_06,FDiv,0.925209416,215
TAM_06,FDiv,0.928350596,215
TAM_06,FDiv,0.928350627,215
TAM_06,FDiv,0.928806858,215
TAM_06,FDiv,0.928897329,215
TAM_06,FDiv,0.929388305,215
TAM_06,FDiv,0.930274383,215
TAM_06,FDiv,0.93045732,215
TAM_06,FDiv,0.930932421,215
TAM_06,FDiv,0.931060894,215
TAM_06,FDiv,0.932917834,215
TAM_06,FDiv,0.933098587,215
TAM_06,FDiv,0.933218259,215
TAM_06,FDiv,0.933278549,215
TAM_06,FDiv,0.935266065,215
TAM_06,FDiv,0.935478241,215
TAM_06,FDiv,0.936927165,215
TAM_06,FDiv,0.939405085,215
TAM_06,FDiv,0.942009054,215
TAM_06,FDiv,0.94244522,215
TAM_06,FDiv,0.942537331,215
TAM_06,FDiv,0.943045241,215
TAM_06,FDiv,0.943045241,215
TAM_06,FDiv,0.943456508,215
TAM_06,FDiv,0.943489188,215
TAM_06,FDiv,0.943536996,215
TAM_06,FDiv,0.943973603,215
TAM_06,FDiv,0.945158173,215
TAM_06,FDiv,0.945594155,215
TAM_06,FDiv,0.946922524,215
TAM_06,FDiv,0.946998793,215
TAM_06,FDiv,0.947418183,215
TAM_06,FDiv,0.949318003,215
TAM_05,FDiv,0.491126181,223
TAM_05,FDiv,0.491126181,223
TAM_05,FDiv,0.512833485,223
TAM_05,FDiv,0.521775902,223
TAM_05,FDiv,0.544357539,223
TAM_05,FDiv,0.556493151,223
TAM_05,FDiv,0.556618193,223
TAM_05,FDiv,0.558072188,223
TAM_05,FDiv,0.56713205,223
TAM_05,FDiv,0.567353735,223
TAM_05,FDiv,0.572177853,223
TAM_05,FDiv,0.57265523,223
TAM_05,FDiv,0.573010264,223
TAM_05,FDiv,0.573482428,223
TAM_05,FDiv,0.577399287,223
TAM_05,FDiv,0.577672346,223
TAM_05,FDiv,0.577976012,223
TAM_05,FDiv,0.577976012,223
TAM_05,FDiv,0.579615742,223
TAM_05,FDiv,0.580524989,223
TAM_05,FDiv,0.581151709,223
TAM_05,FDiv,0.581526168,223
TAM_05,FDiv,0.581877497,223
TAM_05,FDiv,0.582712302,223
TAM_05,FDiv,0.584635787,223
TAM_05,FDiv,0.584719908,223
TAM_05,FDiv,0.585819853,223
TAM_05,FDiv,0.58602277,223
TAM_05,FDiv,0.586038816,223
TAM_05,FDiv,0.587095375,223
TAM_05,FDiv,0.587939836,223
TAM_05,FDiv,0.588050974,223
TAM_05,FDiv,0.58907817,223
TAM_05,FDiv,0.589334431,223
TAM_05,FDiv,0.589652135,223
TAM_05,FDiv,0.589873045,223
TAM_05,FDiv,0.590813072,223
TAM_05,FDiv,0.591156633,223
TAM_05,FDiv,0.591159848,223
TAM_05,FDiv,0.591294296,223
TAM_05,FDiv,0.591618057,223
TAM_05,FDiv,0.591634975,223
TAM_05,FDiv,0.59201117,223
TAM_05,FDiv,0.592277737,223
TAM_05,FDiv,0.592870533,223
TAM_05,FDiv,0.593218799,223
TAM_05,FDiv,0.593318712,223
TAM_05,FDiv,0.593489992,223
TAM_05,FDiv,0.594026741,223
TAM_05,FDiv,0.594204671,223
TAM_05,FDiv,0.594231799,223
TAM_05,FDiv,0.594237926,223
TAM_05,FDiv,0.594741488,223
TAM_05,FDiv,0.595060428,223
TAM_05,FDiv,0.595252176,223
TAM_05,FDiv,0.595367668,223
TAM_05,FDiv,0.59537486,223
TAM_05,FDiv,0.595551741,223
TAM_05,FDiv,0.595741589,223
TAM_05,FDiv,0.596132145,223
TAM_05,FDiv,0.596255627,223
TAM_05,FDiv,0.59633227,223
TAM_05,FDiv,0.596610276,223
TAM_05,FDiv,0.597605403,223
TAM_05,FDiv,0.59766431,223
TAM_05,FDiv,0.597695967,223
TAM_05,FDiv,0.59772929,223
TAM_05,FDiv,0.598225333,223
TAM_05,FDiv,0.598553724,223
TAM_05,FDiv,0.598974677,223
TAM_05,FDiv,0.599154765,223
TAM_05,FDiv,0.599254345,223
TAM_05,FDiv,0.599850102,223
TAM_05,FDiv,0.599900909,223
TAM_05,FDiv,0.60002736,223
TAM_05,FDiv,0.600584592,223
TAM_05,FDiv,0.600649154,223
TAM_05,FDiv,0.600725583,223
TAM_05,FDiv,0.60131487,223
TAM_05,FDiv,0.601496745,223
TAM_05,FDiv,0.601870444,223
TAM_05,FDiv,0.602052643,223
TAM_05,FDiv,0.60206205,223
TAM_05,FDiv,0.60206205,223
TAM_05,FDiv,0.602409235,223
TAM_05,FDiv,0.602612091,223
TAM_05,FDiv,0.602891388,223
TAM_05,FDiv,0.603154966,223
TAM_05,FDiv,0.603230619,223
TAM_05,FDiv,0.603412639,223
TAM_05,FDiv,0.603431758,223
TAM_05,FDiv,0.603439433,223
TAM_05,FDiv,0.6036364,223
TAM_05,FDiv,0.6037546,223
TAM_05,FDiv,0.603978561,223
TAM_05,FDiv,0.604034822,223
TAM_05,FDiv,0.604111972,223
TAM_05,FDiv,0.604154341,223
TAM_05,FDiv,0.604745778,223
TAM_05,FDiv,0.60554265,223
TAM_05,FDiv,0.605980431,223
TAM_05,FDiv,0.606234891,223
TAM_05,FDiv,0.606355723,223
TAM_05,FDiv,0.606453517,223
TAM_05,FDiv,0.606781176,223
TAM_05,FDiv,0.606930108,223
TAM_05,FDiv,0.606994902,223
TAM_05,FDiv,0.606999633,223
TAM_05,FDiv,0.607130493,223
TAM_05,FDiv,0.607516959,223
TAM_05,FDiv,0.607598172,223
TAM_05,FDiv,0.607669002,223
TAM_05,FDiv,0.607994699,223
TAM_05,FDiv,0.608012777,223
TAM_05,FDiv,0.608609337,223
TAM_05,FDiv,0.608651524,223
TAM_05,FDiv,0.608738573,223
TAM_05,FDiv,0.60900725,223
TAM_05,FDiv,0.609010916,223
TAM_05,FDiv,0.609482395,223
TAM_05,FDiv,0.609966741,223
TAM_05,FDiv,0.610128295,223
TAM_05,FDiv,0.610216665,223
TAM_05,FDiv,0.610445668,223
TAM_05,FDiv,0.610792602,223
TAM_05,FDiv,0.610943532,223
TAM_05,FDiv,0.611323815,223
TAM_05,FDiv,0.611400565,223
TAM_05,FDiv,0.611449224,223
TAM_05,FDiv,0.6121989,223
TAM_05,FDiv,0.612256825,223
TAM_05,FDiv,0.612392495,223
TAM_05,FDiv,0.612424797,223
TAM_05,FDiv,0.612437085,223
TAM_05,FDiv,0.612480559,223
TAM_05,FDiv,0.612709726,223
TAM_05,FDiv,0.612711237,223
TAM_05,FDiv,0.61308454,223
TAM_05,FDiv,0.613251121,223
TAM_05,FDiv,0.613398379,223
TAM_05,FDiv,0.613429339,223
TAM_05,FDiv,0.613483298,223
TAM_05,FDiv,0.613726665,223
TAM_05,FDiv,0.613799062,223
TAM_05,FDiv,0.613952779,223
TAM_05,FDiv,0.614468462,223
TAM_05,FDiv,0.614534907,223
TAM_05,FDiv,0.614655896,223
TAM_05,FDiv,0.614850494,223
TAM_05,FDiv,0.615156921,223
TAM_05,FDiv,0.615380679,223
TAM_05,FDiv,0.6155042,223
TAM_05,FDiv,0.615712881,223
TAM_05,FDiv,0.615970625,223
TAM_05,FDiv,0.616150005,223
TAM_05,FDiv,0.61618684,223
TAM_05,FDiv,0.616502076,223
TAM_05,FDiv,0.616526868,223
TAM_05,FDiv,0.616542439,223
TAM_05,FDiv,0.61674259,223
TAM_05,FDiv,0.617327033,223
TAM_05,FDiv,0.617373481,223
TAM_05,FDiv,0.617621031,223
TAM_05,FDiv,0.617746581,223
TAM_05,FDiv,0.618031028,223
TAM_05,FDiv,0.618348309,223
TAM_05,FDiv,0.61849067,223
TAM_05,FDiv,0.6186178,223
TAM_05,FDiv,0.61881511,223
TAM_05,FDiv,0.618868953,223
TAM_05,FDiv,0.61891232,223
TAM_05,FDiv,0.619055903,223
TAM_05,FDiv,0.619369168,223
TAM_05,FDiv,0.619520804,223
TAM_05,FDiv,0.619609497,223
TAM_05,FDiv,0.619645591,223
TAM_05,FDiv,0.619737814,223
TAM_05,FDiv,0.619776851,223
TAM_05,FDiv,0.619932818,223
TAM_05,FDiv,0.620078363,223
TAM_05,FDiv,0.620100521,223
TAM_05,FDiv,0.62044676,223
TAM_05,FDiv,0.620812871,223
TAM_05,FDiv,0.621274146,223
TAM_05,FDiv,0.621282912,223
TAM_05,FDiv,0.621315628,223
TAM_05,FDiv,0.621318568,223
TAM_05,FDiv,0.621392314,223
TAM_05,FDiv,0.621787873,223
TAM_05,FDiv,0.621829725,223
TAM_05,FDiv,0.621998739,223
TAM_05,FDiv,0.62225368,223
TAM_05,FDiv,0.622310939,223
TAM_05,FDiv,0.622456916,223
TAM_05,FDiv,0.622463712,223
TAM_05,FDiv,0.622627635,223
TAM_05,FDiv,0.622646553,223
TAM_05,FDiv,0.622713918,223
TAM_05,FDiv,0.622801187,223
TAM_05,FDiv,0.623018667,223
TAM_05,FDiv,0.623526994,223
TAM_05,FDiv,0.623607414,223
TAM_05,FDiv,0.623635282,223
TAM_05,FDiv,0.623676235,223
TAM_05,FDiv,0.623733015,223
TAM_05,FDiv,0.623836545,223
TAM_05,FDiv,0.624079718,223
TAM_05,FDiv,0.624186879,223
TAM_05,FDiv,0.624301068,223
TAM_05,FDiv,0.624390531,223
TAM_05,FDiv,0.624411288,223
TAM_05,FDiv,0.624413019,223
TAM_05,FDiv,0.624466104,223
TAM_05,FDiv,0.624802092,223
TAM_05,FDiv,0.624926778,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625,223
TAM_05,FDiv,0.625342262,223
TAM_05,FDiv,0.62558104,223
TAM_05,FDiv,0.625771352,223
TAM_05,FDiv,0.625874476,223
TAM_05,FDiv,0.626029447,223
TAM_05,FDiv,0.626227891,223
TAM_05,FDiv,0.626528774,223
TAM_05,FDiv,0.6265337,223
TAM_05,FDiv,0.626570562,223
TAM_05,FDiv,0.626620149,223
TAM_05,FDiv,0.626678195,223
TAM_05,FDiv,0.626686028,223
TAM_05,FDiv,0.626942197,223
TAM_05,FDiv,0.626961297,223
TAM_05,FDiv,0.626983471,223
TAM_05,FDiv,0.627076738,223
TAM_05,FDiv,0.627167878,223
TAM_05,FDiv,0.627533654,223
TAM_05,FDiv,0.627760237,223
TAM_05,FDiv,0.627838663,223
TAM_05,FDiv,0.62788557,223
TAM_05,FDiv,0.627933688,223
TAM_05,FDiv,0.627995798,223
TAM_05,FDiv,0.628020978,223
TAM_05,FDiv,0.628100751,223
TAM_05,FDiv,0.628225935,223
TAM_05,FDiv,0.628389334,223
TAM_05,FDiv,0.628491775,223
TAM_05,FDiv,0.628498426,223
TAM_05,FDiv,0.628591436,223
TAM_05,FDiv,0.628756554,223
TAM_05,FDiv,0.628801629,223
TAM_05,FDiv,0.628869952,223
TAM_05,FDiv,0.628894143,223
TAM_05,FDiv,0.628931775,223
TAM_05,FDiv,0.629065701,223
TAM_05,FDiv,0.629225671,223
TAM_05,FDiv,0.629377687,223
TAM_05,FDiv,0.629410245,223
TAM_05,FDiv,0.629418469,223
TAM_05,FDiv,0.629503321,223
TAM_05,FDiv,0.629539298,223
TAM_05,FDiv,0.629630105,223
TAM_05,FDiv,0.629692057,223
TAM_05,FDiv,0.629795749,223
TAM_05,FDiv,0.630140695,223
TAM_05,FDiv,0.630165457,223
TAM_05,FDiv,0.630188395,223
TAM_05,FDiv,0.6303474,223
TAM_05,FDiv,0.630417283,223
TAM_05,FDiv,0.630526078,223
TAM_05,FDiv,0.63055183,223
TAM_05,FDiv,0.630693481,223
TAM_05,FDiv,0.630726171,223
TAM_05,FDiv,0.630795088,223
TAM_05,FDiv,0.630918988,223
TAM_05,FDiv,0.630945666,223
TAM_05,FDiv,0.630979185,223
TAM_05,FDiv,0.630988596,223
TAM_05,FDiv,0.63107045,223
TAM_05,FDiv,0.631159016,223
TAM_05,FDiv,0.63116569,223
TAM_05,FDiv,0.631525211,223
TAM_05,FDiv,0.631576418,223
TAM_05,FDiv,0.631642656,223
TAM_05,FDiv,0.631777907,223
TAM_05,FDiv,0.631778636,223
TAM_05,FDiv,0.631796343,223
TAM_05,FDiv,0.631838805,223
TAM_05,FDiv,0.632061497,223
TAM_05,FDiv,0.63216873,223
TAM_05,FDiv,0.632414204,223
TAM_05,FDiv,0.632534424,223
TAM_05,FDiv,0.632663074,223
TAM_05,FDiv,0.632719364,223
TAM_05,FDiv,0.632762546,223
TAM_05,FDiv,0.632771546,223
TAM_05,FDiv,0.632798536,223
TAM_05,FDiv,0.632808373,223
TAM_05,FDiv,0.632828761,223
TAM_05,FDiv,0.632934072,223
TAM_05,FDiv,0.632938606,223
TAM_05,FDiv,0.633193849,223
TAM_05,FDiv,0.633205571,223
TAM_05,FDiv,0.633349063,223
TAM_05,FDiv,0.633432317,223
TAM_05,FDiv,0.633454457,223
TAM_05,FDiv,0.633509718,223
TAM_05,FDiv,0.633622768,223
TAM_05,FDiv,0.633647305,223
TAM_05,FDiv,0.633810017,223
TAM_05,FDiv,0.633887185,223
TAM_05,FDiv,0.633952068,223
TAM_05,FDiv,0.634058947,223
TAM_05,FDiv,0.63405945,223
TAM_05,FDiv,0.634171542,223
TAM_05,FDiv,0.634275773,223
TAM_05,FDiv,0.63430151,223
TAM_05,FDiv,0.63435079,223
TAM_05,FDiv,0.634418628,223
TAM_05,FDiv,0.634587667,223
TAM_05,FDiv,0.634598438,223
TAM_05,FDiv,0.634646028,223
TAM_05,FDiv,0.634714356,223
TAM_05,FDiv,0.634724868,223
TAM_05,FDiv,0.634798346,223
TAM_05,FDiv,0.634869916,223
TAM_05,FDiv,0.634983796,223
TAM_05,FDiv,0.63505563,223
TAM_05,FDiv,0.63508503,223
TAM_05,FDiv,0.635088575,223
TAM_05,FDiv,0.635106172,223
TAM_05,FDiv,0.635131176,223
TAM_05,FDiv,0.635142363,223
TAM_05,FDiv,0.635157976,223
TAM_05,FDiv,0.635350832,223
TAM_05,FDiv,0.635413455,223
TAM_05,FDiv,0.635439159,223
TAM_05,FDiv,0.635656627,223
TAM_05,FDiv,0.635749896,223
TAM_05,FDiv,0.635888733,223
TAM_05,FDiv,0.636046881,223
TAM_05,FDiv,0.6360907,223
TAM_05,FDiv,0.636210657,223
TAM_05,FDiv,0.636216298,223
TAM_05,FDiv,0.636283936,223
TAM_05,FDiv,0.636369855,223
TAM_05,FDiv,0.636385774,223
TAM_05,FDiv,0.63639328,223
TAM_05,FDiv,0.636425988,223
TAM_05,FDiv,0.636460694,223
TAM_05,FDiv,0.636495399,223
TAM_05,FDiv,0.636528565,223
TAM_05,FDiv,0.636616311,223
TAM_05,FDiv,0.636701634,223
TAM_05,FDiv,0.636753156,223
TAM_05,FDiv,0.636830751,223
TAM_05,FDiv,0.636841527,223
TAM_05,FDiv,0.636927787,223
TAM_05,FDiv,0.636942427,223
TAM_05,FDiv,0.637159829,223
TAM_05,FDiv,0.637178417,223
TAM_05,FDiv,0.637215112,223
TAM_05,FDiv,0.637250346,223
TAM_05,FDiv,0.637343268,223
TAM_05,FDiv,0.637371815,223
TAM_05,FDiv,0.637380013,223
TAM_05,FDiv,0.63739184,223
TAM_05,FDiv,0.637432644,223
TAM_05,FDiv,0.637516559,223
TAM_05,FDiv,0.63755247,223
TAM_05,FDiv,0.637557904,223
TAM_05,FDiv,0.637562837,223
TAM_05,FDiv,0.637605569,223
TAM_05,FDiv,0.637674024,223
TAM_05,FDiv,0.637765245,223
TAM_05,FDiv,0.637829334,223
TAM_05,FDiv,0.637914594,223
TAM_05,FDiv,0.63792984,223
TAM_05,FDiv,0.637938778,223
TAM_05,FDiv,0.637984216,223
TAM_05,FDiv,0.637999204,223
TAM_05,FDiv,0.638044324,223
TAM_05,FDiv,0.638049082,223
TAM_05,FDiv,0.638145497,223
TAM_05,FDiv,0.638169246,223
TAM_05,FDiv,0.638174617,223
TAM_05,FDiv,0.638277573,223
TAM_05,FDiv,0.638279099,223
TAM_05,FDiv,0.638462434,223
TAM_05,FDiv,0.638758175,223
TAM_05,FDiv,0.63876063,223
TAM_05,FDiv,0.63885246,223
TAM_05,FDiv,0.638880508,223
TAM_05,FDiv,0.639088812,223
TAM_05,FDiv,0.639189706,223
TAM_05,FDiv,0.639195242,223
TAM_05,FDiv,0.639250939,223
TAM_05,FDiv,0.639273034,223
TAM_05,FDiv,0.639355184,223
TAM_05,FDiv,0.639466706,223
TAM_05,FDiv,0.63952432,223
TAM_05,FDiv,0.639588594,223
TAM_05,FDiv,0.639630043,223
TAM_05,FDiv,0.639683944,223
TAM_05,FDiv,0.639761712,223
TAM_05,FDiv,0.639958458,223
TAM_05,FDiv,0.640053485,223
TAM_05,FDiv,0.640068346,223
TAM_05,FDiv,0.64012203,223
TAM_05,FDiv,0.640125759,223
TAM_05,FDiv,0.640172119,223
TAM_05,FDiv,0.640221729,223
TAM_05,FDiv,0.640344687,223
TAM_05,FDiv,0.640346053,223
TAM_05,FDiv,0.64034999,223
TAM_05,FDiv,0.640358645,223
TAM_05,FDiv,0.640457121,223
TAM_05,FDiv,0.640510466,223
TAM_05,FDiv,0.640562233,223
TAM_05,FDiv,0.640622489,223
TAM_05,FDiv,0.640647579,223
TAM_05,FDiv,0.640676464,223
TAM_05,FDiv,0.640775926,223
TAM_05,FDiv,0.64089135,223
TAM_05,FDiv,0.640911151,223
TAM_05,FDiv,0.640955152,223
TAM_05,FDiv,0.640956257,223
TAM_05,FDiv,0.6411226,223
TAM_05,FDiv,0.64117091,223
TAM_05,FDiv,0.64120632,223
TAM_05,FDiv,0.64123273,223
TAM_05,FDiv,0.641243801,223
TAM_05,FDiv,0.641251548,223
TAM_05,FDiv,0.641287975,223
TAM_05,FDiv,0.641486641,223
TAM_05,FDiv,0.641553129,223
TAM_05,FDiv,0.641622614,223
TAM_05,FDiv,0.641632581,223
TAM_05,FDiv,0.641877975,223
TAM_05,FDiv,0.641978713,223
TAM_05,FDiv,0.642029001,223
TAM_05,FDiv,0.642067536,223
TAM_05,FDiv,0.64209105,223
TAM_05,FDiv,0.642117825,223
TAM_05,FDiv,0.642477628,223
TAM_05,FDiv,0.642513821,223
TAM_05,FDiv,0.642534172,223
TAM_05,FDiv,0.64257353,223
TAM_05,FDiv,0.642595338,223
TAM_05,FDiv,0.642606153,223
TAM_05,FDiv,0.642653864,223
TAM_05,FDiv,0.642681208,223
TAM_05,FDiv,0.642744482,223
TAM_05,FDiv,0.642844249,223
TAM_05,FDiv,0.642888841,223
TAM_05,FDiv,0.642925865,223
TAM_05,FDiv,0.64292895,223
TAM_05,FDiv,0.642931935,223
TAM_05,FDiv,0.642967282,223
TAM_05,FDiv,0.643137242,223
TAM_05,FDiv,0.643179202,223
TAM_05,FDiv,0.643223286,223
TAM_05,FDiv,0.643229903,223
TAM_05,FDiv,0.643266257,223
TAM_05,FDiv,0.64327705,223
TAM_05,FDiv,0.643286848,223
TAM_05,FDiv,0.643460741,223
TAM_05,FDiv,0.64347,223
TAM_05,FDiv,0.643493258,223
TAM_05,FDiv,0.643567544,223
TAM_05,FDiv,0.643692902,223
TAM_05,FDiv,0.643713866,223
TAM_05,FDiv,0.643770064,223
TAM_05,FDiv,0.643791642,223
TAM_05,FDiv,0.643889725,223
TAM_05,FDiv,0.643923615,223
TAM_05,FDiv,0.643990681,223
TAM_05,FDiv,0.644061284,223
TAM_05,FDiv,0.644061776,223
TAM_05,FDiv,0.64407779,223
TAM_05,FDiv,0.644112793,223
TAM_05,FDiv,0.644141715,223
TAM_05,FDiv,0.644159997,223
TAM_05,FDiv,0.644159997,223
TAM_05,FDiv,0.644237136,223
TAM_05,FDiv,0.644288266,223
TAM_05,FDiv,0.644318582,223
TAM_05,FDiv,0.644370663,223
TAM_05,FDiv,0.644374833,223
TAM_05,FDiv,0.644395611,223
TAM_05,FDiv,0.644562487,223
TAM_05,FDiv,0.644571321,223
TAM_05,FDiv,0.644592548,223
TAM_05,FDiv,0.644674109,223
TAM_05,FDiv,0.644730019,223
TAM_05,FDiv,0.644730675,223
TAM_05,FDiv,0.644737687,223
TAM_05,FDiv,0.644808056,223
TAM_05,FDiv,0.644871384,223
TAM_05,FDiv,0.644905231,223
TAM_05,FDiv,0.644947954,223
TAM_05,FDiv,0.645030513,223
TAM_05,FDiv,0.645042684,223
TAM_05,FDiv,0.645049035,223
TAM_05,FDiv,0.645053707,223
TAM_05,FDiv,0.645088649,223
TAM_05,FDiv,0.645090813,223
TAM_05,FDiv,0.645142446,223
TAM_05,FDiv,0.64522693,223
TAM_05,FDiv,0.645228291,223
TAM_05,FDiv,0.645263634,223
TAM_05,FDiv,0.645313508,223
TAM_05,FDiv,0.64531618,223
TAM_05,FDiv,0.645359168,223
TAM_05,FDiv,0.645363717,223
TAM_05,FDiv,0.645372448,223
