site,fdar_type,replicate,No.pixels,convhull,FDiv,FRic,area_ha,Model,Elev
TAM_06,nnr,1000,4040,313.3969025,0.719643994,0.80725,1.616,Null expectation,215
TAM_06,nnr,1000,4048,313.5213771,0.719637103,0.80757,1.6192,Null expectation,215
TAM_06,nnr,1000,4056,313.6168565,0.719635075,0.80782,1.6224,Null expectation,215
TAM_06,nnr,1000,4064,313.6949085,0.719636691,0.80802,1.6256,Null expectation,215
TAM_06,nnr,1000,4072,313.7816657,0.7196277,0.80824,1.6288,Null expectation,215
TAM_06,nnr,1000,4080,313.96598,0.719646586,0.80872,1.632,Null expectation,215
TAM_06,nnr,1000,4088,314.3236311,0.719627005,0.80964,1.6352,Null expectation,215
TAM_06,nnr,1000,4096,314.3841041,0.71963624,0.80979,1.6384,Null expectation,215
TAM_06,nnr,1000,4104,314.4799863,0.719622344,0.81004,1.6416,Null expectation,215
TAM_06,nnr,1000,4112,314.6089571,0.719622989,0.81037,1.6448,Null expectation,215
TAM_06,nnr,1000,4120,314.8498383,0.719618068,0.81099,1.648,Null expectation,215
TAM_06,nnr,1000,4128,315.003414,0.719614766,0.81139,1.6512,Null expectation,215
TAM_06,nnr,1000,4136,315.084594,0.719596037,0.8116,1.6544,Null expectation,215
TAM_06,nnr,1000,4144,315.3373361,0.719600741,0.81225,1.6576,Null expectation,215
TAM_06,nnr,1000,4152,315.6914966,0.71961133,0.81316,1.6608,Null expectation,215
TAM_06,nnr,1000,4160,315.7083281,0.71960572,0.8132,1.664,Null expectation,215
TAM_06,nnr,1000,4168,315.8009765,0.719606542,0.81344,1.6672,Null expectation,215
TAM_06,nnr,1000,4176,315.8824533,0.719618897,0.81365,1.6704,Null expectation,215
TAM_06,nnr,1000,4184,316.0738917,0.71962843,0.81415,1.6736,Null expectation,215
TAM_06,nnr,1000,4192,316.3611965,0.719620431,0.81489,1.6768,Null expectation,215
TAM_06,nnr,1000,4200,316.436304,0.719641834,0.81508,1.68,Null expectation,215
TAM_06,nnr,1000,4208,316.4709417,0.719656345,0.81517,1.6832,Null expectation,215
TAM_06,nnr,1000,4216,316.6007366,0.71964869,0.8155,1.6864,Null expectation,215
TAM_06,nnr,1000,4224,316.6673682,0.719658613,0.81567,1.6896,Null expectation,215
TAM_06,nnr,1000,4232,316.7082144,0.719674416,0.81578,1.6928,Null expectation,215
TAM_06,nnr,1000,4240,316.8833803,0.719676748,0.81623,1.696,Null expectation,215
TAM_06,nnr,1000,4248,317.3602684,0.71968383,0.81746,1.6992,Null expectation,215
TAM_06,nnr,1000,4256,317.4518344,0.719680802,0.8177,1.7024,Null expectation,215
TAM_06,nnr,1000,4264,317.5249293,0.71968856,0.81788,1.7056,Null expectation,215
TAM_06,nnr,1000,4272,317.6833387,0.719680856,0.81829,1.7088,Null expectation,215
TAM_06,nnr,1000,4280,317.8517258,0.719670848,0.81873,1.712,Null expectation,215
TAM_06,nnr,1000,4288,318.1256735,0.719663732,0.81943,1.7152,Null expectation,215
TAM_06,nnr,1000,4296,318.2625431,0.719674359,0.81978,1.7184,Null expectation,215
TAM_06,nnr,1000,4304,318.9321541,0.719680271,0.82151,1.7216,Null expectation,215
TAM_06,nnr,1000,4312,319.3302551,0.719684056,0.82253,1.7248,Null expectation,215
TAM_06,nnr,1000,4320,319.4176047,0.719686922,0.82276,1.728,Null expectation,215
TAM_06,nnr,1000,4328,319.581939,0.71969776,0.82318,1.7312,Null expectation,215
TAM_06,nnr,1000,4336,319.6570838,0.719690526,0.82338,1.7344,Null expectation,215
TAM_06,nnr,1000,4344,319.8015681,0.719673727,0.82375,1.7376,Null expectation,215
TAM_06,nnr,1000,4352,319.8442859,0.719680511,0.82386,1.7408,Null expectation,215
TAM_06,nnr,1000,4360,319.995729,0.719686298,0.82425,1.744,Null expectation,215
TAM_06,nnr,1000,4368,320.0464438,0.719699242,0.82438,1.7472,Null expectation,215
TAM_06,nnr,1000,4376,320.1443881,0.719705805,0.82463,1.7504,Null expectation,215
TAM_06,nnr,1000,4384,320.1938686,0.719717972,0.82476,1.7536,Null expectation,215
TAM_06,nnr,1000,4392,320.2888827,0.71971575,0.825,1.7568,Null expectation,215
TAM_06,nnr,1000,4400,320.6739613,0.719715307,0.82599,1.76,Null expectation,215
TAM_06,nnr,1000,4408,320.7534908,0.719730167,0.8262,1.7632,Null expectation,215
TAM_06,nnr,1000,4416,320.8067301,0.719717066,0.82634,1.7664,Null expectation,215
TAM_06,nnr,1000,4424,321.3387881,0.719713888,0.82771,1.7696,Null expectation,215
TAM_06,nnr,1000,4432,321.5013772,0.719713497,0.82813,1.7728,Null expectation,215
TAM_06,nnr,1000,4440,321.5176881,0.719741048,0.82817,1.776,Null expectation,215
TAM_06,nnr,1000,4448,321.6249844,0.719730478,0.82844,1.7792,Null expectation,215
TAM_06,nnr,1000,4456,321.7366712,0.719739674,0.82873,1.7824,Null expectation,215
TAM_06,nnr,1000,4464,321.7881112,0.719752812,0.82886,1.7856,Null expectation,215
TAM_06,nnr,1000,4472,322.0633372,0.719753499,0.82957,1.7888,Null expectation,215
TAM_06,nnr,1000,4480,322.3451497,0.719759006,0.8303,1.792,Null expectation,215
TAM_06,nnr,1000,4488,322.4760747,0.719775202,0.83064,1.7952,Null expectation,215
TAM_06,nnr,1000,4496,322.6308428,0.719783928,0.83104,1.7984,Null expectation,215
TAM_06,nnr,1000,4504,322.7394453,0.719779859,0.83132,1.8016,Null expectation,215
TAM_06,nnr,1000,4512,323.1076053,0.71978553,0.83226,1.8048,Null expectation,215
TAM_06,nnr,1000,4520,323.2004772,0.719798176,0.8325,1.808,Null expectation,215
TAM_06,nnr,1000,4528,323.4134615,0.71978587,0.83305,1.8112,Null expectation,215
TAM_06,nnr,1000,4536,323.4678605,0.719803574,0.83319,1.8144,Null expectation,215
TAM_06,nnr,1000,4544,323.7442321,0.719812613,0.8339,1.8176,Null expectation,215
TAM_06,nnr,1000,4552,323.8601479,0.71980156,0.8342,1.8208,Null expectation,215
TAM_06,nnr,1000,4560,324.0003024,0.719810079,0.83456,1.824,Null expectation,215
TAM_06,nnr,1000,4568,324.1922749,0.719815543,0.83506,1.8272,Null expectation,215
TAM_06,nnr,1000,4576,324.3941549,0.719811225,0.83558,1.8304,Null expectation,215
TAM_06,nnr,1000,4584,324.4470149,0.719809908,0.83571,1.8336,Null expectation,215
TAM_06,nnr,1000,4592,324.534769,0.719812892,0.83594,1.8368,Null expectation,215
TAM_06,nnr,1000,4600,324.5615617,0.719815487,0.83601,1.84,Null expectation,215
TAM_06,nnr,1000,4608,324.7828699,0.719824393,0.83658,1.8432,Null expectation,215
TAM_06,nnr,1000,4616,324.9006723,0.719820315,0.83688,1.8464,Null expectation,215
TAM_06,nnr,1000,4624,325.2102009,0.719820558,0.83768,1.8496,Null expectation,215
TAM_06,nnr,1000,4632,325.7530755,0.719814104,0.83908,1.8528,Null expectation,215
TAM_06,nnr,1000,4640,325.83768,0.719826216,0.8393,1.856,Null expectation,215
TAM_06,nnr,1000,4648,325.9211559,0.719814388,0.83951,1.8592,Null expectation,215
TAM_06,nnr,1000,4656,326.0683601,0.719818002,0.83989,1.8624,Null expectation,215
TAM_06,nnr,1000,4664,326.1962509,0.719826185,0.84022,1.8656,Null expectation,215
TAM_06,nnr,1000,4672,326.2384167,0.719818324,0.84033,1.8688,Null expectation,215
TAM_06,nnr,1000,4680,326.3080951,0.71981248,0.84051,1.872,Null expectation,215
TAM_06,nnr,1000,4688,326.3818509,0.719815374,0.8407,1.8752,Null expectation,215
TAM_06,nnr,1000,4696,326.6585613,0.719815331,0.84141,1.8784,Null expectation,215
TAM_06,nnr,1000,4704,326.8207541,0.719823948,0.84183,1.8816,Null expectation,215
TAM_06,nnr,1000,4712,326.9926321,0.719825335,0.84227,1.8848,Null expectation,215
TAM_06,nnr,1000,4720,327.2323044,0.71982169,0.84289,1.888,Null expectation,215
TAM_06,nnr,1000,4728,327.2926371,0.719800124,0.84304,1.8912,Null expectation,215
TAM_06,nnr,1000,4736,327.5343297,0.719792521,0.84367,1.8944,Null expectation,215
TAM_06,nnr,1000,4744,327.8053013,0.719796729,0.84436,1.8976,Null expectation,215
TAM_06,nnr,1000,4752,328.0888248,0.71980715,0.84509,1.9008,Null expectation,215
TAM_06,nnr,1000,4760,328.3533377,0.719797285,0.84578,1.904,Null expectation,215
TAM_06,nnr,1000,4768,328.700301,0.719784281,0.84667,1.9072,Null expectation,215
TAM_06,nnr,1000,4776,328.8625535,0.719785893,0.84709,1.9104,Null expectation,215
TAM_06,nnr,1000,4784,329.3291466,0.719783653,0.84829,1.9136,Null expectation,215
TAM_06,nnr,1000,4792,329.3888485,0.719781427,0.84844,1.9168,Null expectation,215
TAM_06,nnr,1000,4800,329.4535175,0.719790253,0.84861,1.92,Null expectation,215
TAM_06,nnr,1000,4808,329.5045145,0.719775713,0.84874,1.9232,Null expectation,215
TAM_06,nnr,1000,4816,329.955995,0.719763293,0.8499,1.9264,Null expectation,215
TAM_06,nnr,1000,4824,330.0442189,0.719754345,0.85013,1.9296,Null expectation,215
TAM_06,nnr,1000,4832,330.0958749,0.719751773,0.85026,1.9328,Null expectation,215
TAM_06,nnr,1000,4840,330.2900204,0.719761064,0.85076,1.936,Null expectation,215
TAM_06,nnr,1000,4848,330.3667638,0.719779905,0.85096,1.9392,Null expectation,215
TAM_06,nnr,1000,4856,330.6427074,0.71979014,0.85167,1.9424,Null expectation,215
TAM_06,nnr,1000,4864,330.8015851,0.719787414,0.85208,1.9456,Null expectation,215
TAM_06,nnr,1000,4872,330.8560523,0.719793421,0.85222,1.9488,Null expectation,215
TAM_06,nnr,1000,4880,330.8763154,0.719811315,0.85228,1.952,Null expectation,215
TAM_06,nnr,1000,4888,330.9707276,0.719833279,0.85252,1.9552,Null expectation,215
TAM_06,nnr,1000,4896,331.1617712,0.719824218,0.85301,1.9584,Null expectation,215
TAM_06,nnr,1000,4904,331.2595827,0.719829697,0.85326,1.9616,Null expectation,215
TAM_06,nnr,1000,4912,331.5657787,0.719823537,0.85405,1.9648,Null expectation,215
TAM_06,nnr,1000,4920,331.7699326,0.719831614,0.85458,1.968,Null expectation,215
TAM_06,nnr,1000,4928,331.8360764,0.719833501,0.85475,1.9712,Null expectation,215
TAM_06,nnr,1000,4936,331.9796629,0.719840034,0.85512,1.9744,Null expectation,215
TAM_06,nnr,1000,4944,332.0053442,0.719831883,0.85518,1.9776,Null expectation,215
TAM_06,nnr,1000,4952,332.1374909,0.71983092,0.85552,1.9808,Null expectation,215
TAM_06,nnr,1000,4960,332.2339252,0.719812085,0.85577,1.984,Null expectation,215
TAM_06,nnr,1000,4968,332.5239436,0.719818409,0.85652,1.9872,Null expectation,215
TAM_06,nnr,1000,4976,332.6131096,0.719819348,0.85675,1.9904,Null expectation,215
TAM_06,nnr,1000,4984,332.7671787,0.719822835,0.85715,1.9936,Null expectation,215
TAM_06,nnr,1000,4992,332.9536709,0.719817367,0.85763,1.9968,Null expectation,215
TAM_06,nnr,1000,5000,333.021361,0.719812097,0.8578,2,Null expectation,215
TAM_06,nnr,1000,5008,333.0788349,0.719828627,0.85795,2.0032,Null expectation,215
TAM_06,nnr,1000,5016,333.1579752,0.719831474,0.85815,2.0064,Null expectation,215
TAM_06,nnr,1000,5024,333.5737727,0.719826846,0.85922,2.0096,Null expectation,215
TAM_06,nnr,1000,5032,333.6048822,0.719818731,0.8593,2.0128,Null expectation,215
TAM_06,nnr,1000,5040,333.73307,0.719814244,0.85963,2.016,Null expectation,215
TAM_06,nnr,1000,5048,334.1113471,0.719814007,0.86061,2.0192,Null expectation,215
TAM_06,nnr,1000,5056,334.2166411,0.719801318,0.86088,2.0224,Null expectation,215
TAM_06,nnr,1000,5064,334.2734749,0.719801457,0.86103,2.0256,Null expectation,215
TAM_06,nnr,1000,5072,334.3907586,0.719802061,0.86133,2.0288,Null expectation,215
TAM_06,nnr,1000,5080,334.4138413,0.719815549,0.86139,2.032,Null expectation,215
TAM_06,nnr,1000,5088,334.6703429,0.719819507,0.86205,2.0352,Null expectation,215
TAM_06,nnr,1000,5096,334.8742565,0.719816398,0.86257,2.0384,Null expectation,215
TAM_06,nnr,1000,5104,334.9199549,0.719822099,0.86269,2.0416,Null expectation,215
TAM_06,nnr,1000,5112,334.9885355,0.719820491,0.86287,2.0448,Null expectation,215
TAM_06,nnr,1000,5120,335.1686099,0.719802798,0.86333,2.048,Null expectation,215
TAM_06,nnr,1000,5128,335.1962737,0.719795637,0.8634,2.0512,Null expectation,215
TAM_06,nnr,1000,5136,335.2438314,0.719805242,0.86353,2.0544,Null expectation,215
TAM_06,nnr,1000,5144,335.295068,0.71980396,0.86366,2.0576,Null expectation,215
TAM_06,nnr,1000,5152,335.3917284,0.719802084,0.86391,2.0608,Null expectation,215
TAM_06,nnr,1000,5160,335.5463805,0.719807694,0.8643,2.064,Null expectation,215
TAM_06,nnr,1000,5168,335.9210251,0.719792909,0.86527,2.0672,Null expectation,215
TAM_06,nnr,1000,5176,336.0272559,0.719806341,0.86554,2.0704,Null expectation,215
TAM_06,nnr,1000,5184,336.075248,0.71982379,0.86567,2.0736,Null expectation,215
TAM_06,nnr,1000,5192,336.3288459,0.719809827,0.86632,2.0768,Null expectation,215
TAM_06,nnr,1000,5200,336.4836154,0.719793132,0.86672,2.08,Null expectation,215
TAM_06,nnr,1000,5208,336.778646,0.719790711,0.86748,2.0832,Null expectation,215
TAM_06,nnr,1000,5216,336.8986244,0.719805232,0.86779,2.0864,Null expectation,215
TAM_06,nnr,1000,5224,337.0395106,0.719811518,0.86815,2.0896,Null expectation,215
TAM_06,nnr,1000,5232,337.0939584,0.719823498,0.86829,2.0928,Null expectation,215
TAM_06,nnr,1000,5240,337.1272898,0.719815668,0.86838,2.096,Null expectation,215
TAM_06,nnr,1000,5248,337.2003261,0.719816867,0.86856,2.0992,Null expectation,215
TAM_06,nnr,1000,5256,337.5086347,0.719821127,0.86936,2.1024,Null expectation,215
TAM_06,nnr,1000,5264,337.6587808,0.719823915,0.86975,2.1056,Null expectation,215
TAM_06,nnr,1000,5272,337.702556,0.719811811,0.86986,2.1088,Null expectation,215
TAM_06,nnr,1000,5280,337.7984649,0.719818629,0.87011,2.112,Null expectation,215
TAM_06,nnr,1000,5288,338.0098183,0.719813641,0.87065,2.1152,Null expectation,215
TAM_06,nnr,1000,5296,338.272553,0.719800375,0.87133,2.1184,Null expectation,215
TAM_06,nnr,1000,5304,338.4331137,0.719814597,0.87174,2.1216,Null expectation,215
TAM_06,nnr,1000,5312,338.5317897,0.719802466,0.87199,2.1248,Null expectation,215
TAM_06,nnr,1000,5320,338.6283063,0.719802272,0.87224,2.128,Null expectation,215
TAM_06,nnr,1000,5328,339.0071074,0.719802779,0.87322,2.1312,Null expectation,215
TAM_06,nnr,1000,5336,339.0891659,0.719815241,0.87343,2.1344,Null expectation,215
TAM_06,nnr,1000,5344,339.1319553,0.719810013,0.87354,2.1376,Null expectation,215
TAM_06,nnr,1000,5352,339.3206643,0.719810716,0.87403,2.1408,Null expectation,215
TAM_06,nnr,1000,5360,339.4806437,0.719811541,0.87444,2.144,Null expectation,215
TAM_06,nnr,1000,5368,339.6658587,0.719803922,0.87492,2.1472,Null expectation,215
TAM_06,nnr,1000,5376,339.766863,0.719810257,0.87518,2.1504,Null expectation,215
TAM_06,nnr,1000,5384,339.8126543,0.719819929,0.87529,2.1536,Null expectation,215
TAM_06,nnr,1000,5392,339.9512217,0.71981338,0.87565,2.1568,Null expectation,215
TAM_06,nnr,1000,5400,340.0561724,0.719817158,0.87592,2.16,Null expectation,215
TAM_06,nnr,1000,5408,340.0832892,0.719819999,0.87599,2.1632,Null expectation,215
TAM_06,nnr,1000,5416,340.1713582,0.719820769,0.87622,2.1664,Null expectation,215
TAM_06,nnr,1000,5424,340.2872734,0.719810518,0.87652,2.1696,Null expectation,215
TAM_06,nnr,1000,5432,340.4773785,0.719819517,0.87701,2.1728,Null expectation,215
TAM_06,nnr,1000,5440,340.6647721,0.719825025,0.87749,2.176,Null expectation,215
TAM_06,nnr,1000,5448,340.9151895,0.719827828,0.87813,2.1792,Null expectation,215
TAM_06,nnr,1000,5456,340.937892,0.719822025,0.87819,2.1824,Null expectation,215
TAM_06,nnr,1000,5464,341.0368261,0.719815477,0.87845,2.1856,Null expectation,215
TAM_06,nnr,1000,5472,341.0738215,0.719808937,0.87854,2.1888,Null expectation,215
TAM_06,nnr,1000,5480,341.1583037,0.719811561,0.87876,2.192,Null expectation,215
TAM_06,nnr,1000,5488,341.4183057,0.719823396,0.87943,2.1952,Null expectation,215
TAM_06,nnr,1000,5496,341.5248411,0.719833458,0.8797,2.1984,Null expectation,215
TAM_06,nnr,1000,5504,341.6763817,0.719830614,0.88009,2.2016,Null expectation,215
TAM_06,nnr,1000,5512,341.7851651,0.719829718,0.88038,2.2048,Null expectation,215
TAM_06,nnr,1000,5520,341.8366126,0.719825045,0.88051,2.208,Null expectation,215
TAM_06,nnr,1000,5528,341.8549946,0.71982792,0.88055,2.2112,Null expectation,215
TAM_06,nnr,1000,5536,342.0307991,0.7198232,0.88101,2.2144,Null expectation,215
TAM_06,nnr,1000,5544,342.1210346,0.719829756,0.88124,2.2176,Null expectation,215
TAM_06,nnr,1000,5552,342.3047899,0.719841345,0.88171,2.2208,Null expectation,215
TAM_06,nnr,1000,5560,342.4768729,0.719836909,0.88216,2.224,Null expectation,215
TAM_06,nnr,1000,5568,342.5857879,0.719836626,0.88244,2.2272,Null expectation,215
TAM_06,nnr,1000,5576,342.7395855,0.719841854,0.88283,2.2304,Null expectation,215
TAM_06,nnr,1000,5584,342.7940732,0.71984432,0.88297,2.2336,Null expectation,215
TAM_06,nnr,1000,5592,343.2310086,0.719842766,0.8841,2.2368,Null expectation,215
TAM_06,nnr,1000,5600,343.3138274,0.719846881,0.88431,2.24,Null expectation,215
TAM_06,nnr,1000,5608,343.5731859,0.719835769,0.88498,2.2432,Null expectation,215
TAM_06,nnr,1000,5616,343.7950557,0.719845591,0.88555,2.2464,Null expectation,215
TAM_06,nnr,1000,5624,344.0634493,0.719831701,0.88624,2.2496,Null expectation,215
TAM_06,nnr,1000,5632,344.1595032,0.719828634,0.88649,2.2528,Null expectation,215
TAM_06,nnr,1000,5640,344.3030849,0.71983379,0.88686,2.256,Null expectation,215
TAM_06,nnr,1000,5648,344.4115399,0.719828787,0.88714,2.2592,Null expectation,215
TAM_06,nnr,1000,5656,344.4778461,0.71983222,0.88731,2.2624,Null expectation,215
TAM_06,nnr,1000,5664,344.5079719,0.719841109,0.88739,2.2656,Null expectation,215
TAM_06,nnr,1000,5672,344.6785975,0.719841108,0.88783,2.2688,Null expectation,215
TAM_06,nnr,1000,5680,345.1765445,0.719834722,0.88911,2.272,Null expectation,215
TAM_06,nnr,1000,5688,345.3192027,0.719827824,0.88948,2.2752,Null expectation,215
TAM_06,nnr,1000,5696,345.4525764,0.719825209,0.88982,2.2784,Null expectation,215
TAM_06,nnr,1000,5704,345.4793324,0.719818779,0.88989,2.2816,Null expectation,215
TAM_06,nnr,1000,5712,345.5997262,0.719816009,0.8902,2.2848,Null expectation,215
TAM_06,nnr,1000,5720,345.6735049,0.719812489,0.89039,2.288,Null expectation,215
TAM_06,nnr,1000,5728,345.8739304,0.719811491,0.89091,2.2912,Null expectation,215
TAM_06,nnr,1000,5736,345.9075513,0.719807429,0.89099,2.2944,Null expectation,215
TAM_06,nnr,1000,5744,345.9557593,0.719813674,0.89112,2.2976,Null expectation,215
TAM_06,nnr,1000,5752,346.0134242,0.719810935,0.89127,2.3008,Null expectation,215
TAM_06,nnr,1000,5760,346.1145915,0.71980387,0.89153,2.304,Null expectation,215
TAM_06,nnr,1000,5768,346.2004757,0.719800608,0.89175,2.3072,Null expectation,215
TAM_06,nnr,1000,5776,346.2403989,0.71979003,0.89185,2.3104,Null expectation,215
TAM_06,nnr,1000,5784,346.3411689,0.719790559,0.89211,2.3136,Null expectation,215
TAM_06,nnr,1000,5792,346.3935137,0.719785989,0.89225,2.3168,Null expectation,215
TAM_06,nnr,1000,5800,346.5073692,0.719785846,0.89254,2.32,Null expectation,215
TAM_06,nnr,1000,5808,346.6090361,0.719782945,0.8928,2.3232,Null expectation,215
TAM_06,nnr,1000,5816,346.6243807,0.719791994,0.89284,2.3264,Null expectation,215
TAM_06,nnr,1000,5824,346.7358816,0.719801237,0.89313,2.3296,Null expectation,215
TAM_06,nnr,1000,5832,346.8784042,0.719803891,0.89349,2.3328,Null expectation,215
TAM_06,nnr,1000,5840,346.9604993,0.719805964,0.89371,2.336,Null expectation,215
TAM_06,nnr,1000,5848,347.0864916,0.719808803,0.89403,2.3392,Null expectation,215
TAM_06,nnr,1000,5856,347.1648501,0.719818696,0.89423,2.3424,Null expectation,215
TAM_06,nnr,1000,5864,347.2546718,0.719824892,0.89446,2.3456,Null expectation,215
TAM_06,nnr,1000,5872,347.3167453,0.71982861,0.89462,2.3488,Null expectation,215
TAM_06,nnr,1000,5880,347.5487915,0.719822628,0.89522,2.352,Null expectation,215
TAM_06,nnr,1000,5888,347.5884927,0.719820377,0.89532,2.3552,Null expectation,215
TAM_06,nnr,1000,5896,347.6981435,0.71980878,0.89561,2.3584,Null expectation,215
TAM_06,nnr,1000,5904,347.9075202,0.719806562,0.89615,2.3616,Null expectation,215
TAM_06,nnr,1000,5912,347.9660068,0.719809294,0.8963,2.3648,Null expectation,215
TAM_06,nnr,1000,5920,348.0835353,0.719819297,0.8966,2.368,Null expectation,215
TAM_06,nnr,1000,5928,348.1270913,0.719824414,0.89671,2.3712,Null expectation,215
TAM_06,nnr,1000,5936,348.2140682,0.719823336,0.89694,2.3744,Null expectation,215
TAM_06,nnr,1000,5944,348.2673301,0.719824241,0.89707,2.3776,Null expectation,215
TAM_06,nnr,1000,5952,348.2972608,0.719830906,0.89715,2.3808,Null expectation,215
TAM_06,nnr,1000,5960,348.5397683,0.719827965,0.89777,2.384,Null expectation,215
TAM_06,nnr,1000,5968,348.7071887,0.71982339,0.89821,2.3872,Null expectation,215
TAM_06,nnr,1000,5976,348.7722186,0.719830081,0.89837,2.3904,Null expectation,215
TAM_06,nnr,1000,5984,348.8575504,0.719834925,0.89859,2.3936,Null expectation,215
TAM_06,nnr,1000,5992,348.892693,0.719826441,0.89868,2.3968,Null expectation,215
TAM_06,nnr,1000,6000,349.4361472,0.719824773,0.90008,2.4,Null expectation,215
TAM_06,nnr,1000,6008,349.4950545,0.719826431,0.90023,2.4032,Null expectation,215
TAM_06,nnr,1000,6016,349.5420929,0.719833823,0.90036,2.4064,Null expectation,215
TAM_06,nnr,1000,6024,349.6412412,0.71983909,0.90061,2.4096,Null expectation,215
TAM_06,nnr,1000,6032,349.6582419,0.71983205,0.90066,2.4128,Null expectation,215
TAM_06,nnr,1000,6040,349.8187944,0.719835187,0.90107,2.416,Null expectation,215
TAM_06,nnr,1000,6048,349.8750418,0.71984433,0.90121,2.4192,Null expectation,215
TAM_06,nnr,1000,6056,349.9568537,0.719845103,0.90142,2.4224,Null expectation,215
TAM_06,nnr,1000,6064,350.0761142,0.719851195,0.90173,2.4256,Null expectation,215
TAM_06,nnr,1000,6072,350.1759028,0.719862219,0.90199,2.4288,Null expectation,215
TAM_06,nnr,1000,6080,350.3860751,0.71986599,0.90253,2.432,Null expectation,215
TAM_06,nnr,1000,6088,350.494645,0.719858609,0.90281,2.4352,Null expectation,215
TAM_06,nnr,1000,6096,350.6211211,0.71985209,0.90314,2.4384,Null expectation,215
TAM_06,nnr,1000,6104,350.7687649,0.719861431,0.90352,2.4416,Null expectation,215
TAM_06,nnr,1000,6112,350.8161595,0.719867288,0.90364,2.4448,Null expectation,215
TAM_06,nnr,1000,6120,350.9630506,0.719862956,0.90402,2.448,Null expectation,215
TAM_06,nnr,1000,6128,351.1005046,0.719869183,0.90437,2.4512,Null expectation,215
TAM_06,nnr,1000,6136,351.3431999,0.719865536,0.905,2.4544,Null expectation,215
TAM_06,nnr,1000,6144,351.3595536,0.719860639,0.90504,2.4576,Null expectation,215
TAM_06,nnr,1000,6152,351.7255694,0.719871531,0.90598,2.4608,Null expectation,215
TAM_06,nnr,1000,6160,351.7750896,0.719880755,0.90611,2.464,Null expectation,215
TAM_06,nnr,1000,6168,351.8034284,0.719879217,0.90618,2.4672,Null expectation,215
TAM_06,nnr,1000,6176,351.8399921,0.719884624,0.90628,2.4704,Null expectation,215
TAM_06,nnr,1000,6184,351.8656363,0.719885658,0.90634,2.4736,Null expectation,215
TAM_06,nnr,1000,6192,352.0092167,0.719893451,0.90671,2.4768,Null expectation,215
TAM_06,nnr,1000,6200,352.0312366,0.719891644,0.90677,2.48,Null expectation,215
TAM_06,nnr,1000,6208,352.3804193,0.71989789,0.90767,2.4832,Null expectation,215
TAM_06,nnr,1000,6216,352.6876301,0.719905771,0.90846,2.4864,Null expectation,215
TAM_06,nnr,1000,6224,352.8659188,0.719893533,0.90892,2.4896,Null expectation,215
TAM_06,nnr,1000,6232,352.9977632,0.719898905,0.90926,2.4928,Null expectation,215
TAM_06,nnr,1000,6240,353.195137,0.719917101,0.90977,2.496,Null expectation,215
TAM_06,nnr,1000,6248,353.2709408,0.719918718,0.90996,2.4992,Null expectation,215
TAM_06,nnr,1000,6256,353.3837904,0.719922931,0.91025,2.5024,Null expectation,215
TAM_06,nnr,1000,6264,353.4723145,0.719918334,0.91048,2.5056,Null expectation,215
TAM_06,nnr,1000,6272,353.5319232,0.719916538,0.91063,2.5088,Null expectation,215
TAM_06,nnr,1000,6280,353.6826381,0.719915724,0.91102,2.512,Null expectation,215
TAM_06,nnr,1000,6288,353.8511403,0.719919203,0.91146,2.5152,Null expectation,215
TAM_06,nnr,1000,6296,354.0700145,0.719919648,0.91202,2.5184,Null expectation,215
TAM_06,nnr,1000,6304,354.1814227,0.719906847,0.91231,2.5216,Null expectation,215
TAM_06,nnr,1000,6312,354.3271027,0.719899796,0.91268,2.5248,Null expectation,215
TAM_06,nnr,1000,6320,354.4561806,0.719908015,0.91301,2.528,Null expectation,215
TAM_06,nnr,1000,6328,354.5867181,0.719905505,0.91335,2.5312,Null expectation,215
TAM_06,nnr,1000,6336,354.6079373,0.719917181,0.91341,2.5344,Null expectation,215
TAM_06,nnr,1000,6344,354.6619527,0.719922612,0.91354,2.5376,Null expectation,215
TAM_06,nnr,1000,6352,354.7547615,0.719932398,0.91378,2.5408,Null expectation,215
TAM_06,nnr,1000,6360,355.1656202,0.719936902,0.91484,2.544,Null expectation,215
TAM_06,nnr,1000,6368,355.3209232,0.719945567,0.91524,2.5472,Null expectation,215
TAM_06,nnr,1000,6376,355.3840452,0.719954003,0.9154,2.5504,Null expectation,215
TAM_06,nnr,1000,6384,355.4341372,0.719951832,0.91553,2.5536,Null expectation,215
TAM_06,nnr,1000,6392,355.4847762,0.719944058,0.91566,2.5568,Null expectation,215
TAM_06,nnr,1000,6400,355.5657408,0.719950295,0.91587,2.56,Null expectation,215
TAM_06,nnr,1000,6408,355.6872421,0.719955063,0.91619,2.5632,Null expectation,215
TAM_06,nnr,1000,6416,355.7996092,0.719954861,0.91647,2.5664,Null expectation,215
TAM_06,nnr,1000,6424,355.8915122,0.719961419,0.91671,2.5696,Null expectation,215
TAM_06,nnr,1000,6432,356.076653,0.719950904,0.91719,2.5728,Null expectation,215
TAM_06,nnr,1000,6440,356.3073648,0.719946756,0.91778,2.576,Null expectation,215
TAM_06,nnr,1000,6448,356.3904068,0.719940156,0.918,2.5792,Null expectation,215
TAM_06,nnr,1000,6456,356.4708625,0.719936759,0.9182,2.5824,Null expectation,215
TAM_06,nnr,1000,6464,356.6694495,0.719932697,0.91872,2.5856,Null expectation,215
TAM_06,nnr,1000,6472,356.7853863,0.719922393,0.91901,2.5888,Null expectation,215
