site,fdar_type,replicate,No.pixels,convhull,FDiv,FRic,area_ha,Model,Elev
TAM_06,scn,1000,7,0.009768974,0.659517145,0,0.0028,Observed values,215
TAM_06,scn,1000,12,0.42750527,0.692227313,0.00108,0.0048,Observed values,215
TAM_06,scn,1000,14,0.636600562,0.725372587,0.00161,0.0056,Observed values,215
TAM_06,scn,1000,21,3.998600325,0.712896179,0.01027,0.0084,Observed values,215
TAM_06,scn,1000,32,12.55391227,0.717115895,0.03231,0.0128,Observed values,215
TAM_06,scn,1000,44,13.7698261,0.705032662,0.03544,0.0176,Observed values,215
TAM_06,scn,1000,69,19.90980826,0.740533034,0.05126,0.0276,Observed values,215
TAM_06,scn,1000,94,28.16268825,0.735333606,0.07252,0.0376,Observed values,215
TAM_06,scn,1000,123,33.60987184,0.721847353,0.08655,0.0492,Observed values,215
TAM_06,scn,1000,152,38.34389756,0.706927122,0.09874,0.0608,Observed values,215
TAM_06,scn,1000,184,39.71897935,0.705442115,0.10229,0.0736,Observed values,215
TAM_06,scn,1000,223,46.6663156,0.702967163,0.12018,0.0892,Observed values,215
TAM_06,scn,1000,267,51.30113004,0.705223397,0.13212,0.1068,Observed values,215
TAM_06,scn,1000,316,52.87628429,0.701014296,0.13618,0.1264,Observed values,215
TAM_06,scn,1000,368,63.70688255,0.701291823,0.16408,0.1472,Observed values,215
TAM_06,scn,1000,426,66.59835797,0.700446946,0.17152,0.1704,Observed values,215
TAM_06,scn,1000,476,73.62502921,0.698689566,0.18962,0.1904,Observed values,215
TAM_06,scn,1000,526,83.87361952,0.700139302,0.21602,0.2104,Observed values,215
TAM_06,scn,1000,585,98.68836307,0.700888631,0.25418,0.234,Observed values,215
TAM_06,scn,1000,652,105.109272,0.699110919,0.27072,0.2608,Observed values,215
TAM_06,scn,1000,721,107.6636825,0.700072125,0.2773,0.2884,Observed values,215
TAM_06,scn,1000,798,143.9625781,0.700670121,0.37081,0.3192,Observed values,215
TAM_06,scn,1000,875,171.4895137,0.700839628,0.44171,0.35,Observed values,215
TAM_06,scn,1000,960,174.4461383,0.699532273,0.44933,0.384,Observed values,215
TAM_06,scn,1000,1037,181.9625188,0.701329478,0.46869,0.4148,Observed values,215
TAM_06,scn,1000,1134,182.872496,0.70271569,0.47103,0.4536,Observed values,215
TAM_06,scn,1000,1216,191.1257665,0.704724753,0.49229,0.4864,Observed values,215
TAM_06,scn,1000,1271,192.5126565,0.707534024,0.49587,0.5084,Observed values,215
TAM_06,scn,1000,1327,192.5557166,0.710135497,0.49598,0.5308,Observed values,215
TAM_06,scn,1000,1391,197.8466272,0.713493038,0.50961,0.5564,Observed values,215
TAM_06,scn,1000,1449,198.0284202,0.715177466,0.51007,0.5796,Observed values,215
TAM_06,scn,1000,1503,199.0163334,0.716336756,0.51262,0.6012,Observed values,215
TAM_06,scn,1000,1569,199.0180908,0.717686135,0.51262,0.6276,Observed values,215
TAM_06,scn,1000,1630,200.5025693,0.718851334,0.51645,0.652,Observed values,215
TAM_06,scn,1000,1688,203.6613248,0.720385422,0.52458,0.6752,Observed values,215
TAM_06,scn,1000,1743,204.4386678,0.720454735,0.52659,0.6972,Observed values,215
TAM_06,scn,1000,1806,205.0079146,0.720391094,0.52805,0.7224,Observed values,215
TAM_06,scn,1000,1874,205.022959,0.721151398,0.52809,0.7496,Observed values,215
TAM_06,scn,1000,1942,205.022959,0.722219355,0.52809,0.7768,Observed values,215
TAM_06,scn,1000,2007,205.6391511,0.722832795,0.52968,0.8028,Observed values,215
TAM_06,scn,1000,2072,205.7191735,0.723862516,0.52988,0.8288,Observed values,215
TAM_06,scn,1000,2143,205.9952515,0.724709531,0.5306,0.8572,Observed values,215
TAM_06,scn,1000,2207,206.3186382,0.725454148,0.53143,0.8828,Observed values,215
TAM_06,scn,1000,2267,206.5939369,0.725844589,0.53214,0.9068,Observed values,215
TAM_06,scn,1000,2337,208.6343503,0.725943925,0.53739,0.9348,Observed values,215
TAM_06,scn,1000,2413,215.0718084,0.727162921,0.55398,0.9652,Observed values,215
TAM_06,scn,1000,2486,215.7326499,0.728035604,0.55568,0.9944,Observed values,215
TAM_06,scn,1000,2575,220.3905355,0.729144643,0.56768,1.03,Observed values,215
TAM_06,scn,1000,2663,220.4862963,0.728789695,0.56792,1.0652,Observed values,215
TAM_06,scn,1000,2741,220.8023039,0.728097002,0.56874,1.0964,Observed values,215
TAM_06,scn,1000,2826,221.1675085,0.727288086,0.56968,1.1304,Observed values,215
TAM_06,scn,1000,2902,221.4464876,0.727110215,0.5704,1.1608,Observed values,215
TAM_06,scn,1000,2976,222.1381542,0.727427686,0.57218,1.1904,Observed values,215
TAM_06,scn,1000,3046,226.307139,0.727235982,0.58292,1.2184,Observed values,215
TAM_06,scn,1000,3132,227.269911,0.726128568,0.5854,1.2528,Observed values,215
TAM_06,scn,1000,3229,236.8303021,0.724531491,0.61002,1.2916,Observed values,215
TAM_06,scn,1000,3324,237.7551005,0.723548217,0.61241,1.3296,Observed values,215
TAM_06,scn,1000,3426,240.0883019,0.722663551,0.61842,1.3704,Observed values,215
TAM_06,scn,1000,3525,246.8481786,0.72151473,0.63583,1.41,Observed values,215
TAM_06,scn,1000,3630,249.4154758,0.720766857,0.64244,1.452,Observed values,215
TAM_06,scn,1000,3733,253.5838577,0.719986173,0.65318,1.4932,Observed values,215
TAM_06,scn,1000,3846,262.2935896,0.719372171,0.67561,1.5384,Observed values,215
TAM_06,scn,1000,3961,266.4290308,0.719171762,0.68627,1.5844,Observed values,215
TAM_06,scn,1000,4072,271.6619515,0.719119789,0.69975,1.6288,Observed values,215
TAM_06,scn,1000,4179,276.1246699,0.719413462,0.71124,1.6716,Observed values,215
TAM_06,scn,1000,4276,277.26738,0.71895586,0.71418,1.7104,Observed values,215
TAM_06,scn,1000,4363,285.1760803,0.71832346,0.73456,1.7452,Observed values,215
TAM_06,scn,1000,4454,290.6740082,0.717629563,0.74872,1.7816,Observed values,215
TAM_06,scn,1000,4545,292.2813077,0.717268774,0.75286,1.818,Observed values,215
TAM_06,scn,1000,4636,292.4150658,0.717080512,0.7532,1.8544,Observed values,215
TAM_06,scn,1000,4717,292.422759,0.717076678,0.75322,1.8868,Observed values,215
TAM_06,scn,1000,4801,292.8756957,0.717029885,0.75439,1.9204,Observed values,215
TAM_06,scn,1000,4886,292.9734802,0.716955346,0.75464,1.9544,Observed values,215
TAM_06,scn,1000,4962,305.5752697,0.716380201,0.7871,1.9848,Observed values,215
TAM_06,scn,1000,5034,306.0784197,0.715810432,0.7884,2.0136,Observed values,215
TAM_06,scn,1000,5106,314.0343294,0.715198135,0.80889,2.0424,Observed values,215
TAM_06,scn,1000,5188,316.9045712,0.715134368,0.81629,2.0752,Observed values,215
TAM_06,scn,1000,5275,317.5881192,0.715483705,0.81805,2.11,Observed values,215
TAM_06,scn,1000,5362,333.4336857,0.715885604,0.85886,2.1448,Observed values,215
TAM_06,scn,1000,5458,333.5278984,0.715990792,0.85911,2.1832,Observed values,215
TAM_06,scn,1000,5569,333.6534421,0.716355709,0.85943,2.2276,Observed values,215
TAM_06,scn,1000,5675,333.6552159,0.716876669,0.85943,2.27,Observed values,215
TAM_06,scn,1000,5782,333.8062057,0.717113309,0.85982,2.3128,Observed values,215
TAM_06,scn,1000,5892,337.084717,0.717698378,0.86827,2.3568,Observed values,215
TAM_06,scn,1000,5985,339.7531361,0.718500701,0.87514,2.394,Observed values,215
TAM_06,scn,1000,6075,340.7857938,0.719211805,0.8778,2.43,Observed values,215
TAM_06,scn,1000,6162,342.332787,0.719656922,0.88179,2.4648,Observed values,215
TAM_06,scn,1000,6257,342.7131703,0.719950388,0.88277,2.5028,Observed values,215
TAM_06,scn,1000,6342,343.7900379,0.720070491,0.88554,2.5368,Observed values,215
TAM_06,scn,1000,6432,344.5949634,0.720174357,0.88761,2.5728,Observed values,215
TAM_06,scn,1000,6530,345.2055435,0.720398578,0.88919,2.612,Observed values,215
TAM_06,scn,1000,6630,345.397624,0.720630332,0.88968,2.652,Observed values,215
TAM_06,scn,1000,6740,348.8983622,0.720657225,0.8987,2.696,Observed values,215
TAM_06,scn,1000,6851,353.3221303,0.720647642,0.91009,2.7404,Observed values,215
TAM_06,scn,1000,6965,354.5861002,0.720576571,0.91335,2.786,Observed values,215
TAM_06,scn,1000,7075,360.4478692,0.720574273,0.92845,2.83,Observed values,215
TAM_06,scn,1000,7174,360.4478692,0.720304272,0.92845,2.8696,Observed values,215
TAM_06,scn,1000,7274,360.5481118,0.719922434,0.92871,2.9096,Observed values,215
TAM_06,scn,1000,7378,360.5481118,0.719633419,0.92871,2.9512,Observed values,215
TAM_06,scn,1000,7471,368.3084968,0.719224496,0.9487,2.9884,Observed values,215
TAM_06,scn,1000,7538,368.8357602,0.718934976,0.95005,3.0152,Observed values,215
TAM_06,scn,1000,7599,368.9222194,0.718807661,0.95028,3.0396,Observed values,215
TAM_06,scn,1000,7672,368.9294,0.718985013,0.9503,3.0688,Observed values,215
TAM_06,scn,1000,7750,368.947639,0.719208805,0.95034,3.1,Observed values,215
TAM_06,scn,1000,7838,369.3147472,0.719271145,0.95129,3.1352,Observed values,215
TAM_06,scn,1000,7909,369.3193918,0.719598229,0.9513,3.1636,Observed values,215
TAM_06,scn,1000,7990,372.1935869,0.719772094,0.9587,3.196,Observed values,215
TAM_06,scn,1000,8070,372.8782788,0.720030379,0.96047,3.228,Observed values,215
TAM_06,scn,1000,8150,375.967765,0.720281025,0.96843,3.26,Observed values,215
TAM_06,scn,1000,8238,378.8034395,0.720056693,0.97573,3.2952,Observed values,215
TAM_06,scn,1000,8321,378.9093322,0.720170135,0.976,3.3284,Observed values,215
TAM_06,scn,1000,8401,378.9093322,0.720157685,0.976,3.3604,Observed values,215
TAM_06,scn,1000,8502,379.296034,0.720300477,0.977,3.4008,Observed values,215
TAM_06,scn,1000,8594,387.2764894,0.720170974,0.99756,3.4376,Observed values,215
TAM_06,scn,1000,8678,388.1466176,0.719897317,0.9998,3.4712,Observed values,215
TAM_06,scn,1000,8779,388.2186606,0.720124942,0.99998,3.5116,Observed values,215
TAM_06,scn,1000,8871,388.2254673,0.720258188,1,3.5484,Observed values,215
TAM_06,scn,1000,8970,388.2254673,0.720158328,1,3.588,Observed values,215
TAM_06,scn,1000,9062,388.2254673,0.720123635,1,3.6248,Observed values,215
TAM_06,scn,1000,9154,388.2254673,0.720156668,1,3.6616,Observed values,215
TAM_06,nnr,1000,16,4.871192615,0.732074053,0.01252,0.0064,Null expectation,215
TAM_06,nnr,1000,24,9.250467847,0.729493733,0.0238,0.0096,Null expectation,215
TAM_06,nnr,1000,32,13.78459063,0.72782763,0.03548,0.0128,Null expectation,215
TAM_06,nnr,1000,40,18.82199178,0.726521197,0.04846,0.016,Null expectation,215
TAM_06,nnr,1000,48,22.4147544,0.726573493,0.05771,0.0192,Null expectation,215
TAM_06,nnr,1000,56,25.68384764,0.726642213,0.06613,0.0224,Null expectation,215
TAM_06,nnr,1000,64,29.21836691,0.725642821,0.07524,0.0256,Null expectation,215
TAM_06,nnr,1000,72,32.6354375,0.724376977,0.08404,0.0288,Null expectation,215
TAM_06,nnr,1000,80,36.19299473,0.724386308,0.0932,0.032,Null expectation,215
TAM_06,nnr,1000,88,38.81493406,0.724069829,0.09996,0.0352,Null expectation,215
TAM_06,nnr,1000,96,41.76325175,0.723502504,0.10755,0.0384,Null expectation,215
TAM_06,nnr,1000,104,44.8237921,0.723561007,0.11544,0.0416,Null expectation,215
TAM_06,nnr,1000,112,47.3715584,0.723965924,0.122,0.0448,Null expectation,215
TAM_06,nnr,1000,120,49.94320095,0.723434705,0.12862,0.048,Null expectation,215
TAM_06,nnr,1000,128,52.95833172,0.723049323,0.13639,0.0512,Null expectation,215
TAM_06,nnr,1000,136,55.39510267,0.722594629,0.14267,0.0544,Null expectation,215
TAM_06,nnr,1000,144,58.1402967,0.722229441,0.14974,0.0576,Null expectation,215
TAM_06,nnr,1000,152,61.30369957,0.721370814,0.15789,0.0608,Null expectation,215
TAM_06,nnr,1000,160,64.02663469,0.721488735,0.1649,0.064,Null expectation,215
TAM_06,nnr,1000,168,66.11050483,0.7212561,0.17027,0.0672,Null expectation,215
TAM_06,nnr,1000,176,67.67332512,0.721429939,0.17429,0.0704,Null expectation,215
TAM_06,nnr,1000,184,70.20160597,0.721612046,0.18081,0.0736,Null expectation,215
TAM_06,nnr,1000,192,72.98609116,0.721444094,0.18798,0.0768,Null expectation,215
TAM_06,nnr,1000,200,74.75261765,0.721332593,0.19253,0.08,Null expectation,215
TAM_06,nnr,1000,208,77.14328258,0.720901722,0.19869,0.0832,Null expectation,215
TAM_06,nnr,1000,216,79.81014076,0.720782984,0.20556,0.0864,Null expectation,215
TAM_06,nnr,1000,224,81.81431248,0.721048855,0.21072,0.0896,Null expectation,215
TAM_06,nnr,1000,232,83.79732715,0.721232821,0.21583,0.0928,Null expectation,215
TAM_06,nnr,1000,240,85.64818151,0.720981071,0.22059,0.096,Null expectation,215
TAM_06,nnr,1000,248,87.65516822,0.720968669,0.22576,0.0992,Null expectation,215
TAM_06,nnr,1000,256,89.36687061,0.72088411,0.23017,0.1024,Null expectation,215
TAM_06,nnr,1000,264,90.77405419,0.720929229,0.2338,0.1056,Null expectation,215
TAM_06,nnr,1000,272,92.46236605,0.720759772,0.23815,0.1088,Null expectation,215
TAM_06,nnr,1000,280,94.38186963,0.720928496,0.24309,0.112,Null expectation,215
TAM_06,nnr,1000,288,96.1852408,0.721160053,0.24774,0.1152,Null expectation,215
TAM_06,nnr,1000,296,98.07685518,0.721164412,0.25261,0.1184,Null expectation,215
TAM_06,nnr,1000,304,99.53388617,0.721044378,0.25636,0.1216,Null expectation,215
TAM_06,nnr,1000,312,100.663346,0.721123399,0.25927,0.1248,Null expectation,215
TAM_06,nnr,1000,320,101.8743615,0.720901822,0.26239,0.128,Null expectation,215
TAM_06,nnr,1000,328,103.1519417,0.721003878,0.26568,0.1312,Null expectation,215
TAM_06,nnr,1000,336,104.3141286,0.720768587,0.26868,0.1344,Null expectation,215
TAM_06,nnr,1000,344,105.2390102,0.720645142,0.27106,0.1376,Null expectation,215
TAM_06,nnr,1000,352,106.7913642,0.72048159,0.27506,0.1408,Null expectation,215
TAM_06,nnr,1000,360,108.0363476,0.720494857,0.27826,0.144,Null expectation,215
TAM_06,nnr,1000,368,109.2867769,0.720521563,0.28149,0.1472,Null expectation,215
TAM_06,nnr,1000,376,110.3514188,0.720608618,0.28423,0.1504,Null expectation,215
TAM_06,nnr,1000,384,111.9589356,0.720522747,0.28837,0.1536,Null expectation,215
TAM_06,nnr,1000,392,112.972981,0.720527172,0.29098,0.1568,Null expectation,215
TAM_06,nnr,1000,400,114.9602626,0.72048793,0.2961,0.16,Null expectation,215
TAM_06,nnr,1000,408,116.219072,0.720558339,0.29934,0.1632,Null expectation,215
TAM_06,nnr,1000,416,117.8352685,0.720547983,0.30351,0.1664,Null expectation,215
TAM_06,nnr,1000,424,118.6823626,0.720361668,0.30569,0.1696,Null expectation,215
TAM_06,nnr,1000,432,119.6819519,0.720442811,0.30826,0.1728,Null expectation,215
TAM_06,nnr,1000,440,120.3982041,0.720438145,0.31011,0.176,Null expectation,215
TAM_06,nnr,1000,448,122.0305978,0.720482107,0.31431,0.1792,Null expectation,215
TAM_06,nnr,1000,456,123.2935051,0.720513915,0.31757,0.1824,Null expectation,215
TAM_06,nnr,1000,464,124.369672,0.720376973,0.32034,0.1856,Null expectation,215
TAM_06,nnr,1000,472,125.4860133,0.720354114,0.32321,0.1888,Null expectation,215
TAM_06,nnr,1000,480,126.7559754,0.720497062,0.32648,0.192,Null expectation,215
TAM_06,nnr,1000,488,128.308696,0.720421576,0.33048,0.1952,Null expectation,215
TAM_06,nnr,1000,496,129.8047439,0.720419089,0.33434,0.1984,Null expectation,215
TAM_06,nnr,1000,504,130.3944655,0.720483882,0.33586,0.2016,Null expectation,215
TAM_06,nnr,1000,512,131.4591061,0.720349593,0.3386,0.2048,Null expectation,215
TAM_06,nnr,1000,520,132.4553296,0.720356624,0.34116,0.208,Null expectation,215
TAM_06,nnr,1000,528,133.176165,0.720343431,0.34302,0.2112,Null expectation,215
TAM_06,nnr,1000,536,134.871102,0.720332198,0.34739,0.2144,Null expectation,215
TAM_06,nnr,1000,544,136.2065226,0.72033402,0.35083,0.2176,Null expectation,215
TAM_06,nnr,1000,552,137.0747258,0.720326379,0.35306,0.2208,Null expectation,215
TAM_06,nnr,1000,560,138.6652149,0.720216267,0.35716,0.224,Null expectation,215
TAM_06,nnr,1000,568,139.5756279,0.720145079,0.35951,0.2272,Null expectation,215
TAM_06,nnr,1000,576,140.726032,0.720107559,0.36247,0.2304,Null expectation,215
TAM_06,nnr,1000,584,141.9665297,0.720121206,0.36566,0.2336,Null expectation,215
TAM_06,nnr,1000,592,143.1244815,0.720017556,0.36865,0.2368,Null expectation,215
TAM_06,nnr,1000,600,144.358264,0.720068328,0.37183,0.24,Null expectation,215
TAM_06,nnr,1000,608,145.4572438,0.720074685,0.37466,0.2432,Null expectation,215
TAM_06,nnr,1000,616,146.0227937,0.720055354,0.37611,0.2464,Null expectation,215
TAM_06,nnr,1000,624,146.845497,0.720048202,0.37823,0.2496,Null expectation,215
TAM_06,nnr,1000,632,148.1251699,0.720043215,0.38153,0.2528,Null expectation,215
TAM_06,nnr,1000,640,148.9088903,0.719945099,0.38355,0.256,Null expectation,215
TAM_06,nnr,1000,648,150.2808587,0.719861334,0.38708,0.2592,Null expectation,215
TAM_06,nnr,1000,656,152.4738672,0.719717802,0.39273,0.2624,Null expectation,215
TAM_06,nnr,1000,664,153.1705606,0.719793952,0.39452,0.2656,Null expectation,215
TAM_06,nnr,1000,672,153.6703076,0.719804269,0.39581,0.2688,Null expectation,215
TAM_06,nnr,1000,680,154.7379685,0.719832933,0.39856,0.272,Null expectation,215
TAM_06,nnr,1000,688,155.594249,0.719829399,0.40077,0.2752,Null expectation,215
TAM_06,nnr,1000,696,156.3738382,0.719875791,0.40278,0.2784,Null expectation,215
TAM_06,nnr,1000,704,157.3406805,0.719843763,0.40527,0.2816,Null expectation,215
TAM_06,nnr,1000,712,158.0146913,0.719891797,0.407,0.2848,Null expectation,215
TAM_06,nnr,1000,720,158.545726,0.719861521,0.40837,0.288,Null expectation,215
TAM_06,nnr,1000,728,159.3928142,0.719812541,0.41055,0.2912,Null expectation,215
TAM_06,nnr,1000,736,160.2320758,0.719785244,0.41271,0.2944,Null expectation,215
TAM_06,nnr,1000,744,160.9004163,0.719796252,0.41444,0.2976,Null expectation,215
TAM_06,nnr,1000,752,161.437019,0.719939189,0.41582,0.3008,Null expectation,215
TAM_06,nnr,1000,760,162.1083024,0.719957896,0.41755,0.304,Null expectation,215
TAM_06,nnr,1000,768,163.7668747,0.719879541,0.42182,0.3072,Null expectation,215
TAM_06,nnr,1000,776,164.6885161,0.719825787,0.42419,0.3104,Null expectation,215
TAM_06,nnr,1000,784,165.4974107,0.719800287,0.42628,0.3136,Null expectation,215
TAM_06,nnr,1000,792,165.9577598,0.719929515,0.42746,0.3168,Null expectation,215
TAM_06,nnr,1000,800,166.5400258,0.719966776,0.42896,0.32,Null expectation,215
TAM_06,nnr,1000,808,167.3409551,0.719862153,0.43103,0.3232,Null expectation,215
TAM_06,nnr,1000,816,168.2094995,0.719839836,0.43326,0.3264,Null expectation,215
TAM_06,nnr,1000,824,169.031784,0.719854112,0.43538,0.3296,Null expectation,215
TAM_06,nnr,1000,832,169.8937773,0.719745101,0.4376,0.3328,Null expectation,215
TAM_06,nnr,1000,840,170.3244819,0.719756311,0.43871,0.336,Null expectation,215
TAM_06,nnr,1000,848,170.8453809,0.719681733,0.44005,0.3392,Null expectation,215
TAM_06,nnr,1000,856,171.2041502,0.719687986,0.44098,0.3424,Null expectation,215
TAM_06,nnr,1000,864,171.9535214,0.719719182,0.44291,0.3456,Null expectation,215
TAM_06,nnr,1000,872,172.7858198,0.719784063,0.44505,0.3488,Null expectation,215
TAM_06,nnr,1000,880,173.3232585,0.719732473,0.44644,0.352,Null expectation,215
TAM_06,nnr,1000,888,173.9093946,0.719664862,0.44795,0.3552,Null expectation,215
TAM_06,nnr,1000,896,174.8489463,0.719662941,0.45037,0.3584,Null expectation,215
TAM_06,nnr,1000,904,175.6829162,0.719681132,0.45251,0.3616,Null expectation,215
TAM_06,nnr,1000,912,176.7095702,0.719626001,0.45516,0.3648,Null expectation,215
TAM_06,nnr,1000,920,177.3476291,0.71960559,0.4568,0.368,Null expectation,215
TAM_06,nnr,1000,928,177.6999057,0.719591947,0.45771,0.3712,Null expectation,215
TAM_06,nnr,1000,936,178.9324818,0.719572862,0.46088,0.3744,Null expectation,215
TAM_06,nnr,1000,944,179.6377886,0.719583043,0.4627,0.3776,Null expectation,215
TAM_06,nnr,1000,952,179.9116877,0.719632421,0.46341,0.3808,Null expectation,215
TAM_06,nnr,1000,960,180.7788093,0.719562228,0.46564,0.384,Null expectation,215
TAM_06,nnr,1000,968,181.6938875,0.719565449,0.468,0.3872,Null expectation,215
TAM_06,nnr,1000,976,182.222517,0.719516973,0.46936,0.3904,Null expectation,215
TAM_06,nnr,1000,984,183.1393765,0.719540334,0.47172,0.3936,Null expectation,215
TAM_06,nnr,1000,992,183.3563987,0.7195865,0.47228,0.3968,Null expectation,215
TAM_06,nnr,1000,1000,183.8811942,0.719620068,0.47363,0.4,Null expectation,215
TAM_06,nnr,1000,1008,184.8453213,0.71963801,0.47612,0.4032,Null expectation,215
TAM_06,nnr,1000,1016,185.0537809,0.719617115,0.47665,0.4064,Null expectation,215
TAM_06,nnr,1000,1024,186.1672325,0.719641787,0.47952,0.4096,Null expectation,215
TAM_06,nnr,1000,1032,187.3002898,0.719632671,0.48244,0.4128,Null expectation,215
TAM_06,nnr,1000,1040,187.7380513,0.719736165,0.48357,0.416,Null expectation,215
TAM_06,nnr,1000,1048,188.7126672,0.719848181,0.48608,0.4192,Null expectation,215
TAM_06,nnr,1000,1056,189.7231988,0.719818183,0.48868,0.4224,Null expectation,215
TAM_06,nnr,1000,1064,190.168648,0.719809173,0.48983,0.4256,Null expectation,215
TAM_06,nnr,1000,1072,191.257021,0.719846239,0.49263,0.4288,Null expectation,215
TAM_06,nnr,1000,1080,192.0185438,0.719841146,0.49459,0.432,Null expectation,215
TAM_06,nnr,1000,1088,192.5258145,0.719850813,0.4959,0.4352,Null expectation,215
TAM_06,nnr,1000,1096,193.1060172,0.719812323,0.49739,0.4384,Null expectation,215
TAM_06,nnr,1000,1104,193.5776366,0.719819385,0.49861,0.4416,Null expectation,215
TAM_06,nnr,1000,1112,194.0442183,0.71989755,0.49981,0.4448,Null expectation,215
TAM_06,nnr,1000,1120,194.4110325,0.719884038,0.50076,0.448,Null expectation,215
TAM_06,nnr,1000,1128,195.4220545,0.719885019,0.50336,0.4512,Null expectation,215
TAM_06,nnr,1000,1136,195.873285,0.719899152,0.50452,0.4544,Null expectation,215
TAM_06,nnr,1000,1144,197.076302,0.719828213,0.50762,0.4576,Null expectation,215
TAM_06,nnr,1000,1152,197.6986042,0.719829778,0.50922,0.4608,Null expectation,215
TAM_06,nnr,1000,1160,198.6681505,0.719760132,0.51172,0.464,Null expectation,215
TAM_06,nnr,1000,1168,199.6208864,0.71978259,0.51418,0.4672,Null expectation,215
TAM_06,nnr,1000,1176,200.4049556,0.7197283,0.5162,0.4704,Null expectation,215
TAM_06,nnr,1000,1184,200.85632,0.719754411,0.51736,0.4736,Null expectation,215
TAM_06,nnr,1000,1192,201.2998322,0.719713817,0.5185,0.4768,Null expectation,215
TAM_06,nnr,1000,1200,201.781751,0.719671491,0.51974,0.48,Null expectation,215
TAM_06,nnr,1000,1208,202.4875707,0.719658459,0.52156,0.4832,Null expectation,215
TAM_06,nnr,1000,1216,203.3736073,0.719652538,0.52384,0.4864,Null expectation,215
TAM_06,nnr,1000,1224,203.9330503,0.719632401,0.52528,0.4896,Null expectation,215
TAM_06,nnr,1000,1232,204.6352701,0.719623056,0.52709,0.4928,Null expectation,215
TAM_06,nnr,1000,1240,205.4707612,0.719611,0.52924,0.496,Null expectation,215
TAM_06,nnr,1000,1248,205.8903802,0.719598598,0.53033,0.4992,Null expectation,215
TAM_06,nnr,1000,1256,206.2401874,0.719577079,0.53123,0.5024,Null expectation,215
TAM_06,nnr,1000,1264,206.5628586,0.719550405,0.53206,0.5056,Null expectation,215
TAM_06,nnr,1000,1272,207.2840358,0.719607409,0.53392,0.5088,Null expectation,215
TAM_06,nnr,1000,1280,207.9400173,0.719573883,0.5356,0.512,Null expectation,215
TAM_06,nnr,1000,1288,208.1689964,0.719573084,0.53619,0.5152,Null expectation,215
TAM_06,nnr,1000,1296,208.4343665,0.719600933,0.53688,0.5184,Null expectation,215
TAM_06,nnr,1000,1304,208.9790925,0.719604693,0.53828,0.5216,Null expectation,215
TAM_06,nnr,1000,1312,209.8320363,0.719562809,0.54048,0.5248,Null expectation,215
TAM_06,nnr,1000,1320,210.4698376,0.719534248,0.54212,0.528,Null expectation,215
TAM_06,nnr,1000,1328,210.9101639,0.719530217,0.54326,0.5312,Null expectation,215
TAM_06,nnr,1000,1336,211.3073635,0.719559905,0.54428,0.5344,Null expectation,215
TAM_06,nnr,1000,1344,211.7848679,0.719529946,0.54551,0.5376,Null expectation,215
TAM_06,nnr,1000,1352,212.1046721,0.719531183,0.54633,0.5408,Null expectation,215
TAM_06,nnr,1000,1360,212.4983792,0.719572767,0.54735,0.544,Null expectation,215
TAM_06,nnr,1000,1368,213.2120678,0.7196008,0.54919,0.5472,Null expectation,215
TAM_06,nnr,1000,1376,213.4924901,0.719615177,0.54991,0.5504,Null expectation,215
TAM_06,nnr,1000,1384,214.3664722,0.719580534,0.55216,0.5536,Null expectation,215
TAM_06,nnr,1000,1392,214.8395724,0.719604304,0.55338,0.5568,Null expectation,215
TAM_06,nnr,1000,1400,215.1712886,0.719617407,0.55423,0.56,Null expectation,215
TAM_06,nnr,1000,1408,216.0142533,0.71961817,0.5564,0.5632,Null expectation,215
TAM_06,nnr,1000,1416,216.3919256,0.71960644,0.55738,0.5664,Null expectation,215
TAM_06,nnr,1000,1424,216.7077222,0.71959276,0.55819,0.5696,Null expectation,215
TAM_06,nnr,1000,1432,217.0289011,0.719609463,0.55902,0.5728,Null expectation,215
TAM_06,nnr,1000,1440,217.3379601,0.719617704,0.55981,0.576,Null expectation,215
TAM_06,nnr,1000,1448,217.6302413,0.719660728,0.56057,0.5792,Null expectation,215
TAM_06,nnr,1000,1456,218.5167418,0.71961207,0.56285,0.5824,Null expectation,215
TAM_06,nnr,1000,1464,218.860225,0.719554419,0.56373,0.5856,Null expectation,215
TAM_06,nnr,1000,1472,219.1078843,0.719539235,0.56437,0.5888,Null expectation,215
TAM_06,nnr,1000,1480,219.8308719,0.719513475,0.56623,0.592,Null expectation,215
TAM_06,nnr,1000,1488,220.2861215,0.719562966,0.56741,0.5952,Null expectation,215
TAM_06,nnr,1000,1496,220.6705274,0.719554404,0.5684,0.5984,Null expectation,215
TAM_06,nnr,1000,1504,221.2424757,0.719504737,0.56987,0.6016,Null expectation,215
TAM_06,nnr,1000,1512,221.5493075,0.719492862,0.57066,0.6048,Null expectation,215
TAM_06,nnr,1000,1520,221.8644534,0.719528219,0.57147,0.608,Null expectation,215
TAM_06,nnr,1000,1528,222.3108533,0.719470702,0.57262,0.6112,Null expectation,215
TAM_06,nnr,1000,1536,223.3347674,0.719485576,0.57526,0.6144,Null expectation,215
TAM_06,nnr,1000,1544,223.6993542,0.719444885,0.5762,0.6176,Null expectation,215
TAM_06,nnr,1000,1552,223.8361612,0.719469559,0.57655,0.6208,Null expectation,215
TAM_06,nnr,1000,1560,224.5750277,0.719408107,0.57845,0.624,Null expectation,215
